id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	kingdom	phylum	class	order	family	genus	species	file	strain
Kallipyga_massiliensis_ph2	Kallipyga massiliensis ph2		Obligate anaerobe	Saccharolytic, fermentative	Positive		425	1002	816	Laura Kutt	04/18/16	1118059	Kbase	kb|g.206992	Bacteria	Firmicutes	Tissierellia	unclassified Tissierellia order	unclassified Tissierellia family	Kallipyga	Kallipyga massiliensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kallipyga_massiliensis_ph2.xml	Kallipyga massiliensis ph2
Kandleria_vitulina_DSM_20405	Kandleria vitulina DSM 20405		Obligate anaerobe	Saccharolytic, fermentative	Positive		587	1195	926	Laura Kutt	04/18/16	1410657	Kbase	kb|g.241318	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Kandleria	Kandleria vitulina	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kandleria_vitulina_DSM_20405.xml	Kandleria vitulina DSM 20405
Kingella_oralis_ATCC_51147	Kingella oralis ATCC 51147	Kingella oralis ATCC 51147 (629741.3)	Facultative anaerobe	Saccharolytic, fermentative	Negative	Commensal	596	1106	899	Laura Kutt	04/18/16	629741	Kbase	kb|g.2656	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella oralis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kingella_oralis_ATCC_51147.xml	Kingella oralis ATCC 51147
Klebsiella_oxytoca_KCTC_1686	Klebsiella oxytoca KCTC 1686	Klebsiella oxytoca KCTC 1686 (1006551.4)	Facultative anaerobe	fermentative, respiratory	Negative		1543	1809	1264			1006551	Kbase	kb|g.23273	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Klebsiella_oxytoca_KCTC_1686.xml	Klebsiella oxytoca KCTC 1686
Klebsiella_pneumoniae_pneumoniae_MGH78578	Klebsiella pneumoniae pneumoniae MGH78578	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (272620.9)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates used	Negative	Opportunistic pathogen	1396	1817	1189	Ines Thiele	08/07/12	1328388	Kbase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Klebsiella_pneumoniae_pneumoniae_MGH78578.xml	Klebsiella pneumoniae pneumoniae MGH78578
Klebsiella_sp_1_1_55	Klebsiella sp. 1_1_55	Klebsiella sp. 1_1_55 (469608.3)	Facultative anaerobe	Fermentative or respiratory	Negative	Opportunistic pathogen	1479	2340	1473	Ines Thiele	06/29/12	469608	Kbase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Klebsiella_sp_1_1_55.xml	Klebsiella sp. 1_1_55
Kluyvera_ascorbata_ATCC_33433	Kluyvera ascorbata  ATCC 33433		Facultative anaerobe	Fermentative, respiratory	Negative		1241	1782	1227	Laura Kutt	04/18/16	1006000	Kbase	kb|g.241367	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera ascorbata	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kluyvera_ascorbata_ATCC_33433.xml	Kluyvera ascorbata  ATCC 33433
Kocuria_palustris_PEL	Kocuria palustris PEL	Kocuria palustris PEL (1236550.3)	Obligate aerobe	Saccharolytic, respiratory	Positive	Commensal	789	1295	983	chenry	04/15/16	1236550	Kbase	kb|g.25806	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria palustris	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kocuria_palustris_PEL.xml	Kocuria palustris PEL
Kocuria_rhizophila_DC2201	Kocuria rhizophila DC2201	Kocuria rhizophila DC2201 (378753.3)	Obligate aerobe	Saccharolytic	Positive		756	1250	974	chenry	04/15/16	378753	ModelSEED	kb|g.1142	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria rhizophila	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kocuria_rhizophila_DC2201.xml	Kocuria rhizophila DC2201
Kurthia_massiliensis_JC30	Kurthia massiliensis  JC30		Aerobe	Saccharolytic, respiratory	Positive		789	1444	1090	Laura Kutt	04/18/16	1033739	ModelSEED	kb|g.23348	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Kurthia massiliensis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kurthia_massiliensis_JC30.xml	Kurthia massiliensis  JC30
Kytococcus_sedentarius_DSM_20547	Kytococcus sedentarius DSM 20547	Kytococcus sedentarius DSM 20547 (478801.4)	Obligate aerobe	Respiratory	Positive	Commensal	653	1198	945	chenry	04/15/16	478801	Kbase	kb|g.1725	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	Kytococcus sedentarius	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kytococcus_sedentarius_DSM_20547.xml	Kytococcus sedentarius DSM 20547
Lachnospira_multipara_ATCC_19207	Lachnospira multipara ATCC 19207		Obligate anaerobe	Saccharolytic, fermentative	Positive		554	1163	931	Laura Kutt	04/19/16	1282887	Kbase	kb|g.209041	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira multipara	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lachnospira_multipara_ATCC_19207.xml	Lachnospira multipara ATCC 19207
Lachnospiraceae_bacterium_sp_5_1_63FAA	Lachnospiraceae bacterium sp. 5_1_63FAA	Lachnospiraceae bacterium 5_1_63FAA (658089.3)	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	857	1766	1275	Ines Thiele	06/29/12	658089	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae genus	Lachnospiraceae bacterium 5_1_63FAA	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lachnospiraceae_bacterium_sp_5_1_63FAA.xml	Lachnospiraceae bacterium sp. 5_1_63FAA
Lachnospiraceae_bacterium_sp_8_1_57FAA	Lachnospiraceae bacterium sp. 8_1_57FAA	Lachnospiraceae bacterium 8_1_57FAA (665951.3)	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	603	2252	1201	Ines Thiele	06/29/12	665951	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae genus	Lachnospiraceae bacterium 8_1_57FAA	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lachnospiraceae_bacterium_sp_8_1_57FAA.xml	Lachnospiraceae bacterium sp. 8_1_57FAA
Lactobacillus_acidophilus_ATCC_4796	Lactobacillus acidophilus ATCC 4796	Lactobacillus acidophilus ATCC 4796 (525306.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	528	1287	912	Ines Thiele	09/06/12	525306	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_acidophilus_ATCC_4796.xml	Lactobacillus acidophilus ATCC 4796
Lactobacillus_acidophilus_NCFM	Lactobacillus acidophilus NCFM	Lactobacillus acidophilus NCFM (272621.13)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	540	1460	1009	Eugen Bauer	08/03/14	272621	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_acidophilus_NCFM.xml	Lactobacillus acidophilus NCFM
Lactobacillus_amylolyticus_DSM_11664	Lactobacillus amylolyticus DSM 11664	Lactobacillus amylolyticus DSM 11664 (585524.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	423	1049	827	Ines Thiele	06/29/12	585524	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylolyticus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_amylolyticus_DSM_11664.xml	Lactobacillus amylolyticus DSM 11664
Lactobacillus_amylovorus_GRL_1112	Lactobacillus amylovorus GRL 1112	Lactobacillus amylovorus GRL 1112 (695560.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		556	1048	817	Laura Kutt	04/18/16	695560	Kbase	kb|g.3001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_amylovorus_GRL_1112.xml	Lactobacillus amylovorus GRL 1112
Lactobacillus_animalis_KCTC_3501	Lactobacillus animalis KCTC 3501	Lactobacillus animalis KCTC 3501 (930942.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		581	1149	887	Laura Kutt	05/30/16	930942	Kbase	kb|g.3735	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Lactobacillus animalis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_animalis_KCTC_3501.xml	Lactobacillus animalis KCTC 3501
Lactobacillus_antri_DSM_16041	Lactobacillus antri DSM 16041	Lactobacillus antri DSM 16041 (525309.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	606	1548	1118	Ines Thiele	09/06/12	525309	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus antri	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_antri_DSM_16041.xml	Lactobacillus antri DSM 16041
Lactobacillus_brevis_ATCC_367	Lactobacillus brevis ATCC 367	Lactobacillus brevis ATCC 367 (387344.15)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	558	1010	810	Ines Thiele	06/25/12	387344	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus brevis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_brevis_ATCC_367.xml	Lactobacillus brevis ATCC 367
Lactobacillus_brevis_subsp_gravesensis_ATCC_27305	Lactobacillus brevis subsp. gravesensis ATCC 27305	Lactobacillus brevis subsp. gravesensis ATCC 27305 (525310.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	796	1856	1263	Ines Thiele	09/06/12	525310	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus brevis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml	Lactobacillus brevis subsp. gravesensis ATCC 27305
Lactobacillus_buchneri_ATCC_11577	Lactobacillus buchneri ATCC 11577	Lactobacillus buchneri ATCC 11577 (525318.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	757	1114	884	Ines Thiele	09/06/12	525318	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lactobacillus buchneri	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_buchneri_ATCC_11577.xml	Lactobacillus buchneri ATCC 11577
Lactobacillus_casei_ATCC_334	Lactobacillus casei ATCC 334	Lactobacillus casei ATCC 334 (321967.11)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	659	1012	818	Ines Thiele	06/25/12	321967	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_casei_ATCC_334.xml	Lactobacillus casei ATCC 334
Lactobacillus_casei_casei_BL23	Lactobacillus casei casei BL23	Lactobacillus casei BL23 (543734.4)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	740	1050	829	Ines Thiele	06/25/12	543734	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lactobacillus casei	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_casei_casei_BL23.xml	Lactobacillus casei casei BL23
Lactobacillus_coleohominis_101_4_CHN	Lactobacillus coleohominis 101-4-CHN	Lactobacillus coleohominis 101-4-CHN (575594.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		510	1058	841	Laura Kutt	04/18/16	575594	ModelSEED	kb|g.2455	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus coleohominis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_coleohominis_101_4_CHN.xml	Lactobacillus coleohominis 101-4-CHN
Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711	Lactobacillus coryniformis subsp. coryniformis CECT 5711		Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		788	1255	975	Laura Kutt	04/18/16	1185325	ModelSEED	kb|g.25201	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Lactobacillus coryniformis	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml	Lactobacillus coryniformis subsp. coryniformis CECT 5711
Lactobacillus_crispatus_125_2_CHN	Lactobacillus crispatus 125-2-CHN	Lactobacillus crispatus 125-2-CHN (575595.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	519	747	637	Ines Thiele	06/29/12	575595	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_crispatus_125_2_CHN.xml	Lactobacillus crispatus 125-2-CHN
Lactobacillus_curvatus_CRL_705	Lactobacillus curvatus CRL 705		Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		509	1057	843	Laura Kutt	04/18/16	1074451	ModelSEED	kb|g.23895	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus curvatus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_curvatus_CRL_705.xml	Lactobacillus curvatus CRL 705
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 (390333.7)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	541	1390	1008	Eugen Bauer	08/03/14	390333	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365 (321956.7)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	483	1220	930	Ines Thiele	06/25/12	321956	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
Lactobacillus_fermentum_ATCC_14931	Lactobacillus fermentum ATCC 14931	Lactobacillus fermentum ATCC 14931 (525325.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	580	1503	1089	Ines Thiele	09/06/12	525325	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_fermentum_ATCC_14931.xml	Lactobacillus fermentum ATCC 14931
Lactobacillus_fermentum_IFO_3956	Lactobacillus fermentum IFO 3956	Lactobacillus fermentum IFO 3956 (334390.5)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	607	1600	1156	Eugen Bauer	08/03/14	334390	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_fermentum_IFO_3956.xml	Lactobacillus fermentum IFO 3956
Lactobacillus_gasseri_ATCC_33323	Lactobacillus gasseri ATCC 33323	Lactobacillus gasseri ATCC 33323 (324831.13)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	483	1163	870	Eugen Bauer	08/03/14	324831	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_gasseri_ATCC_33323.xml	Lactobacillus gasseri ATCC 33323
Lactobacillus_gastricus_PS3	Lactobacillus gastricus PS3	Lactobacillus gastricus PS3 (1144300.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		627	1199	958	Laura Kutt	04/18/16	1144300	Kbase	kb|g.24613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus gastricus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_gastricus_PS3.xml	Lactobacillus gastricus PS3
Lactobacillus_helveticus_DPC_4571	Lactobacillus helveticus DPC 4571	Lactobacillus helveticus DPC 4571 (405566.6)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	516	968	772	Eugen Bauer	08/03/14	405566	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_helveticus_DPC_4571.xml	Lactobacillus helveticus DPC 4571
Lactobacillus_helveticus_DSM_20075	Lactobacillus helveticus DSM 20075	Lactobacillus helveticus DSM 20075 (585520.4)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	510	1361	971	Ines Thiele	09/06/12	585520	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_helveticus_DSM_20075.xml	Lactobacillus helveticus DSM 20075
Lactobacillus_hilgardii_ATCC_8290	Lactobacillus hilgardii ATCC 8290	Lactobacillus hilgardii ATCC 8290 (525327.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	723	1791	1223	Ines Thiele	09/06/12	1423757	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lactobacillus hilgardii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_hilgardii_ATCC_8290.xml	Lactobacillus hilgardii ATCC 8290
Lactobacillus_iners_DSM_13335	Lactobacillus iners DSM 13335	Lactobacillus iners DSM 13335 (525328.4)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		395	929	725	Laura Kutt	04/18/16	525328	ModelSEED	kb|g.2008	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_iners_DSM_13335.xml	Lactobacillus iners DSM 13335
Lactobacillus_jensenii_1153	Lactobacillus jensenii 1153	Lactobacillus jensenii 1153 (440497.10)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		461	898	738	Laura Kutt	04/18/16	440497	ModelSEED	kb|g.1482	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_jensenii_1153.xml	Lactobacillus jensenii 1153
Lactobacillus_johnsonii_DPC_6026	Lactobacillus johnsonii DPC 6026	Lactobacillus johnsonii DPC 6026 (909954.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	462	964	776	Eugen Bauer	08/03/14	909954	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_johnsonii_DPC_6026.xml	Lactobacillus johnsonii DPC 6026
Lactobacillus_johnsonii_NCC_533	Lactobacillus johnsonii NCC 533	Lactobacillus johnsonii NCC 533 (257314.6)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	462	924	746	Eugen Bauer	08/03/14	257314	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_johnsonii_NCC_533.xml	Lactobacillus johnsonii NCC 533
Lactobacillus_mucosae_LM1	Lactobacillus mucosae LM1	Lactobacillus mucosae LM1 (1130798.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		583	1091	853	Laura Kutt	04/18/16	1130798	Kbase	kb|g.24465	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus mucosae	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_mucosae_LM1.xml	Lactobacillus mucosae LM1
Lactobacillus_oris_F0423	Lactobacillus oris F0423	Lactobacillus oris F0423 (944562.4)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		628	1200	934	Laura Kutt	04/18/16	944562	Kbase	kb|g.28499	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus oris	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_oris_F0423.xml	Lactobacillus oris F0423
Lactobacillus_paracasei_subsp_paracasei_8700_2	Lactobacillus paracasei subsp. paracasei 8700:2	Lactobacillus paracasei subsp. paracasei 8700:2 (537973.8)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	736	1024	826	Ines Thiele	09/06/12	537973	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_paracasei_subsp_paracasei_8700_2.xml	Lactobacillus paracasei subsp. paracasei 8700:2
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302	Lactobacillus paracasei subsp. paracasei ATCC 25302	Lactobacillus paracasei subsp. paracasei ATCC 25302 (525337.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	701	1816	1213	Ines Thiele	09/06/12	525337	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_paracasei_subsp_paracasei_ATCC_25302.xml	Lactobacillus paracasei subsp. paracasei ATCC 25302
Lactobacillus_pentosus_KCA1	Lactobacillus pentosus KCA1	Lactobacillus pentosus KCA1 (1136177.4)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		858	1307	995	Laura Kutt	04/18/16	1136177	Kbase	kb|g.24585	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus pentosus	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_pentosus_KCA1.xml	Lactobacillus pentosus KCA1
Lactobacillus_plantarum_JDM1	Lactobacillus plantarum JDM1	Lactobacillus plantarum JDM1 (644042.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	804	1235	916	Eugen Bauer	08/03/14	644042	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_plantarum_JDM1.xml	Lactobacillus plantarum JDM1
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917	Lactobacillus plantarum subsp. plantarum ATCC 14917	Lactobacillus plantarum subsp. plantarum ATCC 14917 (525338.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	785	1155	890	Ines Thiele	06/25/12	525338	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_plantarum_subsp_plantarum_ATCC_14917.xml	Lactobacillus plantarum subsp. plantarum ATCC 14917
Lactobacillus_plantarum_WCFS1	Lactobacillus plantarum WCFS1	Lactobacillus plantarum WCFS1 (220668.9)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	812	1753	1208	Ines Thiele	09/06/12	220668	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_plantarum_WCFS1.xml	Lactobacillus plantarum WCFS1
Lactobacillus_reuteri_CF48_3A_	Lactobacillus reuteri CF48-3A	Lactobacillus reuteri CF48-3A (525341.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	575	1543	1121	Ines Thiele	09/06/12	525341	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_reuteri_CF48_3A_.xml	Lactobacillus reuteri CF48-3A
Lactobacillus_reuteri_F275_JCM_1112	Lactobacillus reuteri F275, JCM 1112	Lactobacillus reuteri JCM 1112 (557433.4)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	547	1022	821	Ines Thiele	06/25/12	557433	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_reuteri_F275_JCM_1112.xml	Lactobacillus reuteri F275, JCM 1112
Lactobacillus_reuteri_MM2_3_	Lactobacillus reuteri MM2-3	Lactobacillus reuteri MM2-3 (585517.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	562	1561	1128	Ines Thiele	06/25/12	585517	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus reuteri	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_reuteri_MM2_3_.xml	Lactobacillus reuteri MM2-3
